loc_index,grid_id,x,y,z
105,10-0-5,10.0,0.0,3.0
106,10-0-6,10.0,0.0,3.5
107,10-0-7,10.0,0.0,4.0
108,10-0-8,10.0,0.0,4.5
109,10-0-9,10.0,0.0,5.0
110,11-0-0,11.0,0.0,0.5
111,11-0-1,11.0,0.0,1.0
112,11-0-2,11.0,0.0,1.5
113,11-0-3,11.0,0.0,2.0
114,11-0-4,11.0,0.0,2.5
115,11-0-5,11.0,0.0,3.0
116,11-0-6,11.0,0.0,3.5
117,11-0-7,11.0,0.0,4.0
118,11-0-8,11.0,0.0,4.5
119,11-0-9,11.0,0.0,5.0
120,12-0-0,12.0,0.0,0.5
121,12-0-1,12.0,0.0,1.0
122,12-0-2,12.0,0.0,1.5
123,12-0-3,12.0,0.0,2.0
124,12-0-4,12.0,0.0,2.5
125,12-0-5,12.0,0.0,3.0
126,12-0-6,12.0,0.0,3.5
127,12-0-7,12.0,0.0,4.0
128,12-0-8,12.0,0.0,4.5
129,12-0-9,12.0,0.0,5.0
130,13-0-0,13.0,0.0,0.5
131,13-0-1,13.0,0.0,1.0
132,13-0-2,13.0,0.0,1.5
133,13-0-3,13.0,0.0,2.0
134,13-0-4,13.0,0.0,2.5
135,13-0-5,13.0,0.0,3.0
136,13-0-6,13.0,0.0,3.5
137,13-0-7,13.0,0.0,4.0
138,13-0-8,13.0,0.0,4.5
139,13-0-9,13.0,0.0,5.0
140,14-0-0,14.0,0.0,0.5
141,14-0-1,14.0,0.0,1.0
142,14-0-2,14.0,0.0,1.5
143,14-0-3,14.0,0.0,2.0
144,14-0-4,14.0,0.0,2.5
145,14-0-5,14.0,0.0,3.0
146,14-0-6,14.0,0.0,3.5
147,14-0-7,14.0,0.0,4.0
148,14-0-8,14.0,0.0,4.5
149,14-0-9,14.0,0.0,5.0
150,15-0-0,15.0,0.0,0.5
151,15-0-1,15.0,0.0,1.0
152,15-0-2,15.0,0.0,1.5
153,15-0-3,15.0,0.0,2.0
154,15-0-4,15.0,0.0,2.5
155,15-0-5,15.0,0.0,3.0
156,15-0-6,15.0,0.0,3.5
157,15-0-7,15.0,0.0,4.0
158,15-0-8,15.0,0.0,4.5
159,15-0-9,15.0,0.0,5.0
160,16-0-0,16.0,0.0,0.5
161,16-0-1,16.0,0.0,1.0
162,16-0-2,16.0,0.0,1.5
163,16-0-3,16.0,0.0,2.0
164,16-0-4,16.0,0.0,2.5
165,16-0-5,16.0,0.0,3.0
166,16-0-6,16.0,0.0,3.5
167,16-0-7,16.0,0.0,4.0
168,16-0-8,16.0,0.0,4.5
169,16-0-9,16.0,0.0,5.0
170,17-0-0,17.0,0.0,0.5
171,17-0-1,17.0,0.0,1.0
172,17-0-2,17.0,0.0,1.5
173,17-0-3,17.0,0.0,2.0
174,17-0-4,17.0,0.0,2.5
175,17-0-5,17.0,0.0,3.0
176,17-0-6,17.0,0.0,3.5
177,17-0-7,17.0,0.0,4.0
178,17-0-8,17.0,0.0,4.5
179,17-0-9,17.0,0.0,5.0
180,18-0-0,18.0,0.0,0.5
181,18-0-1,18.0,0.0,1.0
182,18-0-2,18.0,0.0,1.5
183,18-0-3,18.0,0.0,2.0
184,18-0-4,18.0,0.0,2.5
185,18-0-5,18.0,0.0,3.0
186,18-0-6,18.0,0.0,3.5
187,18-0-7,18.0,0.0,4.0
188,18-0-8,18.0,0.0,4.5
189,18-0-9,18.0,0.0,5.0
190,19-0-0,19.0,0.0,0.5
191,19-0-1,19.0,0.0,1.0
192,19-0-2,19.0,0.0,1.5
193,19-0-3,19.0,0.0,2.0
194,19-0-4,19.0,0.0,2.5
195,19-0-5,19.0,0.0,3.0
196,19-0-6,19.0,0.0,3.5
197,19-0-7,19.0,0.0,4.0
198,19-0-8,19.0,0.0,4.5
199,19-0-9,19.0,0.0,5.0
200,20-0-0,20.0,0.0,0.5
201,20-0-1,20.0,0.0,1.0
202,20-0-2,20.0,0.0,1.5
203,20-0-3,20.0,0.0,2.0
204,20-0-4,20.0,0.0,2.5
205,20-0-5,20.0,0.0,3.0
206,20-0-6,20.0,0.0,3.5
207,20-0-7,20.0,0.0,4.0
208,20-0-8,20.0,0.0,4.5
209,20-0-9,20.0,0.0,5.0
210,21-0-0,21.0,0.0,0.5
211,21-0-1,21.0,0.0,1.0
212,21-0-2,21.0,0.0,1.5
213,21-0-3,21.0,0.0,2.0
214,21-0-4,21.0,0.0,2.5
215,21-0-5,21.0,0.0,3.0
216,21-0-6,21.0,0.0,3.5
217,21-0-7,21.0,0.0,4.0
218,21-0-8,21.0,0.0,4.5
219,21-0-9,21.0,0.0,5.0
220,22-0-0,22.0,0.0,0.5
221,22-0-1,22.0,0.0,1.0
222,22-0-2,22.0,0.0,1.5
223,22-0-3,22.0,0.0,2.0
224,22-0-4,22.0,0.0,2.5
225,22-0-5,22.0,0.0,3.0
226,22-0-6,22.0,0.0,3.5
227,22-0-7,22.0,0.0,4.0
228,22-0-8,22.0,0.0,4.5
229,22-0-9,22.0,0.0,5.0
230,23-0-0,23.0,0.0,0.5
231,23-0-1,23.0,0.0,1.0
232,23-0-2,23.0,0.0,1.5
233,23-0-3,23.0,0.0,2.0
234,23-0-4,23.0,0.0,2.5
235,23-0-5,23.0,0.0,3.0
236,23-0-6,23.0,0.0,3.5
237,23-0-7,23.0,0.0,4.0
238,23-0-8,23.0,0.0,4.5
239,23-0-9,23.0,0.0,5.0
240,24-0-0,24.0,0.0,0.5
241,24-0-1,24.0,0.0,1.0
242,24-0-2,24.0,0.0,1.5
243,24-0-3,24.0,0.0,2.0
244,24-0-4,24.0,0.0,2.5
245,24-0-5,24.0,0.0,3.0
246,24-0-6,24.0,0.0,3.5
247,24-0-7,24.0,0.0,4.0
248,24-0-8,24.0,0.0,4.5
249,24-0-9,24.0,0.0,5.0
250,25-0-0,25.0,0.0,0.5
251,25-0-1,25.0,0.0,1.0
252,25-0-2,25.0,0.0,1.5
253,25-0-3,25.0,0.0,2.0
254,25-0-4,25.0,0.0,2.5
255,25-0-5,25.0,0.0,3.0
256,25-0-6,25.0,0.0,3.5
257,25-0-7,25.0,0.0,4.0
258,25-0-8,25.0,0.0,4.5
259,25-0-9,25.0,0.0,5.0
260,26-0-0,26.0,0.0,0.5
261,26-0-1,26.0,0.0,1.0
262,26-0-2,26.0,0.0,1.5
263,26-0-3,26.0,0.0,2.0
264,26-0-4,26.0,0.0,2.5
265,26-0-5,26.0,0.0,3.0
266,26-0-6,26.0,0.0,3.5
267,26-0-7,26.0,0.0,4.0
268,26-0-8,26.0,0.0,4.5
269,26-0-9,26.0,0.0,5.0
270,27-0-0,27.0,0.0,0.5
271,27-0-1,27.0,0.0,1.0
272,27-0-2,27.0,0.0,1.5
273,27-0-3,27.0,0.0,2.0
274,27-0-4,27.0,0.0,2.5
275,27-0-5,27.0,0.0,3.0
276,27-0-6,27.0,0.0,3.5
277,27-0-7,27.0,0.0,4.0
278,27-0-8,27.0,0.0,4.5
279,27-0-9,27.0,0.0,5.0
280,28-0-0,28.0,0.0,0.5
281,28-0-1,28.0,0.0,1.0
282,28-0-2,28.0,0.0,1.5
283,28-0-3,28.0,0.0,2.0
284,28-0-4,28.0,0.0,2.5
285,28-0-5,28.0,0.0,3.0
286,28-0-6,28.0,0.0,3.5
287,28-0-7,28.0,0.0,4.0
288,28-0-8,28.0,0.0,4.5
289,28-0-9,28.0,0.0,5.0
290,29-0-0,29.0,0.0,0.5
291,29-0-1,29.0,0.0,1.0
292,29-0-2,29.0,0.0,1.5
293,29-0-3,29.0,0.0,2.0
294,29-0-4,29.0,0.0,2.5
295,29-0-5,29.0,0.0,3.0
296,29-0-6,29.0,0.0,3.5
297,29-0-7,29.0,0.0,4.0
298,29-0-8,29.0,0.0,4.5
299,29-0-9,29.0,0.0,5.0
300,30-0-0,30.0,0.0,0.5
301,30-0-1,30.0,0.0,1.0
302,30-0-2,30.0,0.0,1.5
303,30-0-3,30.0,0.0,2.0
304,30-0-4,30.0,0.0,2.5
305,30-0-5,30.0,0.0,3.0
306,30-0-6,30.0,0.0,3.5
307,30-0-7,30.0,0.0,4.0
308,30-0-8,30.0,0.0,4.5
309,30-0-9,30.0,0.0,5.0
310,31-0-0,31.0,0.0,0.5
311,31-0-1,31.0,0.0,1.0
312,31-0-2,31.0,0.0,1.5
313,31-0-3,31.0,0.0,2.0
314,31-0-4,31.0,0.0,2.5
315,31-0-5,31.0,0.0,3.0
316,31-0-6,31.0,0.0,3.5
317,31-0-7,31.0,0.0,4.0
318,31-0-8,31.0,0.0,4.5
319,31-0-9,31.0,0.0,5.0
320,32-0-0,32.0,0.0,0.5
321,32-0-1,32.0,0.0,1.0
322,32-0-2,32.0,0.0,1.5
323,32-0-3,32.0,0.0,2.0
324,32-0-4,32.0,0.0,2.5
325,32-0-5,32.0,0.0,3.0
326,32-0-6,32.0,0.0,3.5
327,32-0-7,32.0,0.0,4.0
328,32-0-8,32.0,0.0,4.5
329,32-0-9,32.0,0.0,5.0
330,33-0-0,33.0,0.0,0.5
331,33-0-1,33.0,0.0,1.0
332,33-0-2,33.0,0.0,1.5
333,33-0-3,33.0,0.0,2.0
334,33-0-4,33.0,0.0,2.5
335,33-0-5,33.0,0.0,3.0
336,33-0-6,33.0,0.0,3.5
337,33-0-7,33.0,0.0,4.0
338,33-0-8,33.0,0.0,4.5
339,33-0-9,33.0,0.0,5.0
340,34-0-0,34.0,0.0,0.5
341,34-0-1,34.0,0.0,1.0
342,34-0-2,34.0,0.0,1.5
343,34-0-3,34.0,0.0,2.0
344,34-0-4,34.0,0.0,2.5
345,34-0-5,34.0,0.0,3.0
346,34-0-6,34.0,0.0,3.5
347,34-0-7,34.0,0.0,4.0
348,34-0-8,34.0,0.0,4.5
349,34-0-9,34.0,0.0,5.0
350,35-0-0,35.0,0.0,0.5
351,35-0-1,35.0,0.0,1.0
352,35-0-2,35.0,0.0,1.5
353,35-0-3,35.0,0.0,2.0
354,35-0-4,35.0,0.0,2.5
355,35-0-5,35.0,0.0,3.0
356,35-0-6,35.0,0.0,3.5
357,35-0-7,35.0,0.0,4.0
358,35-0-8,35.0,0.0,4.5
359,35-0-9,35.0,0.0,5.0
360,36-0-0,36.0,0.0,0.5
361,36-0-1,36.0,0.0,1.0
362,36-0-2,36.0,0.0,1.5
363,36-0-3,36.0,0.0,2.0
364,36-0-4,36.0,0.0,2.5
365,36-0-5,36.0,0.0,3.0
366,36-0-6,36.0,0.0,3.5
367,36-0-7,36.0,0.0,4.0
368,36-0-8,36.0,0.0,4.5
369,36-0-9,36.0,0.0,5.0
370,37-0-0,37.0,0.0,0.5
371,37-0-1,37.0,0.0,1.0
372,37-0-2,37.0,0.0,1.5
373,37-0-3,37.0,0.0,2.0
374,37-0-4,37.0,0.0,2.5
375,37-0-5,37.0,0.0,3.0
376,37-0-6,37.0,0.0,3.5
377,37-0-7,37.0,0.0,4.0
378,37-0-8,37.0,0.0,4.5
379,37-0-9,37.0,0.0,5.0
380,38-0-0,38.0,0.0,0.5
381,38-0-1,38.0,0.0,1.0
382,38-0-2,38.0,0.0,1.5
383,38-0-3,38.0,0.0,2.0
384,38-0-4,38.0,0.0,2.5
385,38-0-5,38.0,0.0,3.0
386,38-0-6,38.0,0.0,3.5
387,38-0-7,38.0,0.0,4.0
388,38-0-8,38.0,0.0,4.5
389,38-0-9,38.0,0.0,5.0
390,39-0-0,39.0,0.0,0.5
391,39-0-1,39.0,0.0,1.0
392,39-0-2,39.0,0.0,1.5
393,39-0-3,39.0,0.0,2.0
394,39-0-4,39.0,0.0,2.5
395,39-0-5,39.0,0.0,3.0
396,39-0-6,39.0,0.0,3.5
397,39-0-7,39.0,0.0,4.0
398,39-0-8,39.0,0.0,4.5
399,39-0-9,39.0,0.0,5.0
400,40-0-0,40.0,0.0,0.5
401,40-0-1,40.0,0.0,1.0
402,40-0-2,40.0,0.0,1.5
403,40-0-3,40.0,0.0,2.0
404,40-0-4,40.0,0.0,2.5
405,40-0-5,40.0,0.0,3.0
406,40-0-6,40.0,0.0,3.5
407,40-0-7,40.0,0.0,4.0
408,40-0-8,40.0,0.0,4.5
409,40-0-9,40.0,0.0,5.0
410,41-0-0,41.0,0.0,0.5
411,41-0-1,41.0,0.0,1.0
412,41-0-2,41.0,0.0,1.5
413,41-0-3,41.0,0.0,2.0
414,41-0-4,41.0,0.0,2.5
415,41-0-5,41.0,0.0,3.0
416,41-0-6,41.0,0.0,3.5
417,41-0-7,41.0,0.0,4.0
418,41-0-8,41.0,0.0,4.5
419,41-0-9,41.0,0.0,5.0
420,42-0-0,42.0,0.0,0.5
421,42-0-1,42.0,0.0,1.0
422,42-0-2,42.0,0.0,1.5
423,42-0-3,42.0,0.0,2.0
424,42-0-4,42.0,0.0,2.5
425,42-0-5,42.0,0.0,3.0
426,42-0-6,42.0,0.0,3.5
427,42-0-7,42.0,0.0,4.0
428,42-0-8,42.0,0.0,4.5
429,42-0-9,42.0,0.0,5.0
430,43-0-0,43.0,0.0,0.5
431,43-0-1,43.0,0.0,1.0
432,43-0-2,43.0,0.0,1.5
433,43-0-3,43.0,0.0,2.0
434,43-0-4,43.0,0.0,2.5
435,43-0-5,43.0,0.0,3.0
436,43-0-6,43.0,0.0,3.5
437,43-0-7,43.0,0.0,4.0
438,43-0-8,43.0,0.0,4.5
439,43-0-9,43.0,0.0,5.0
440,44-0-0,44.0,0.0,0.5
441,44-0-1,44.0,0.0,1.0
442,44-0-2,44.0,0.0,1.5
443,44-0-3,44.0,0.0,2.0
444,44-0-4,44.0,0.0,2.5
445,44-0-5,44.0,0.0,3.0
446,44-0-6,44.0,0.0,3.5
447,44-0-7,44.0,0.0,4.0
448,44-0-8,44.0,0.0,4.5
449,44-0-9,44.0,0.0,5.0
450,45-0-0,45.0,0.0,0.5
451,45-0-1,45.0,0.0,1.0
452,45-0-2,45.0,0.0,1.5
453,45-0-3,45.0,0.0,2.0
454,45-0-4,45.0,0.0,2.5
455,45-0-5,45.0,0.0,3.0
456,45-0-6,45.0,0.0,3.5
457,45-0-7,45.0,0.0,4.0
458,45-0-8,45.0,0.0,4.5
459,45-0-9,45.0,0.0,5.0
460,46-0-0,46.0,0.0,0.5
461,46-0-1,46.0,0.0,1.0
462,46-0-2,46.0,0.0,1.5
463,46-0-3,46.0,0.0,2.0
464,46-0-4,46.0,0.0,2.5
465,46-0-5,46.0,0.0,3.0
466,46-0-6,46.0,0.0,3.5
467,46-0-7,46.0,0.0,4.0
468,46-0-8,46.0,0.0,4.5
469,46-0-9,46.0,0.0,5.0
470,47-0-0,47.0,0.0,0.5
471,47-0-1,47.0,0.0,1.0
472,47-0-2,47.0,0.0,1.5
473,47-0-3,47.0,0.0,2.0
474,47-0-4,47.0,0.0,2.5
475,47-0-5,47.0,0.0,3.0
476,47-0-6,47.0,0.0,3.5
477,47-0-7,47.0,0.0,4.0
478,47-0-8,47.0,0.0,4.5
479,47-0-9,47.0,0.0,5.0
480,48-0-0,48.0,0.0,0.5
481,48-0-1,48.0,0.0,1.0
482,48-0-2,48.0,0.0,1.5
483,48-0-3,48.0,0.0,2.0
484,48-0-4,48.0,0.0,2.5
485,48-0-5,48.0,0.0,3.0
486,48-0-6,48.0,0.0,3.5
487,48-0-7,48.0,0.0,4.0
488,48-0-8,48.0,0.0,4.5
489,48-0-9,48.0,0.0,5.0
490,49-0-0,49.0,0.0,0.5
491,49-0-1,49.0,0.0,1.0
492,49-0-2,49.0,0.0,1.5
493,49-0-3,49.0,0.0,2.0
494,49-0-4,49.0,0.0,2.5
495,49-0-5,49.0,0.0,3.0
496,49-0-6,49.0,0.0,3.5
497,49-0-7,49.0,0.0,4.0
498,49-0-8,49.0,0.0,4.5
499,49-0-9,49.0,0.0,5.0
500,50-0-0,50.0,0.0,0.5
501,50-0-1,50.0,0.0,1.0
502,50-0-2,50.0,0.0,1.5
503,50-0-3,50.0,0.0,2.0
504,50-0-4,50.0,0.0,2.5
505,50-0-5,50.0,0.0,3.0
506,50-0-6,50.0,0.0,3.5
507,50-0-7,50.0,0.0,4.0
508,50-0-8,50.0,0.0,4.5
509,50-0-9,50.0,0.0,5.0
510,51-0-0,51.0,0.0,0.5
511,51-0-1,51.0,0.0,1.0
512,51-0-2,51.0,0.0,1.5
513,51-0-3,51.0,0.0,2.0
514,51-0-4,51.0,0.0,2.5
515,51-0-5,51.0,0.0,3.0
516,51-0-6,51.0,0.0,3.5
517,51-0-7,51.0,0.0,4.0
518,51-0-8,51.0,0.0,4.5
519,51-0-9,51.0,0.0,5.0
520,52-0-0,52.0,0.0,0.5
521,52-0-1,52.0,0.0,1.0
522,52-0-2,52.0,0.0,1.5
523,52-0-3,52.0,0.0,2.0
524,52-0-4,52.0,0.0,2.5
525,52-0-5,52.0,0.0,3.0
526,52-0-6,52.0,0.0,3.5
527,52-0-7,52.0,0.0,4.0
528,52-0-8,52.0,0.0,4.5
529,52-0-9,52.0,0.0,5.0
530,53-0-0,53.0,0.0,0.5
531,53-0-1,53.0,0.0,1.0
532,53-0-2,53.0,0.0,1.5
533,53-0-3,53.0,0.0,2.0
534,53-0-4,53.0,0.0,2.5
535,53-0-5,53.0,0.0,3.0
536,53-0-6,53.0,0.0,3.5
537,53-0-7,53.0,0.0,4.0
538,53-0-8,53.0,0.0,4.5
539,53-0-9,53.0,0.0,5.0
540,54-0-0,54.0,0.0,0.5
541,54-0-1,54.0,0.0,1.0
542,54-0-2,54.0,0.0,1.5
543,54-0-3,54.0,0.0,2.0
544,54-0-4,54.0,0.0,2.5
545,54-0-5,54.0,0.0,3.0
546,54-0-6,54.0,0.0,3.5
547,54-0-7,54.0,0.0,4.0
548,54-0-8,54.0,0.0,4.5
549,54-0-9,54.0,0.0,5.0
550,55-0-0,55.0,0.0,0.5
551,55-0-1,55.0,0.0,1.0
552,55-0-2,55.0,0.0,1.5
553,55-0-3,55.0,0.0,2.0
554,55-0-4,55.0,0.0,2.5
555,55-0-5,55.0,0.0,3.0
556,55-0-6,55.0,0.0,3.5
557,55-0-7,55.0,0.0,4.0
558,55-0-8,55.0,0.0,4.5
559,55-0-9,55.0,0.0,5.0
560,56-0-0,56.0,0.0,0.5
561,56-0-1,56.0,0.0,1.0
562,56-0-2,56.0,0.0,1.5
563,56-0-3,56.0,0.0,2.0
564,56-0-4,56.0,0.0,2.5
565,56-0-5,56.0,0.0,3.0
566,56-0-6,56.0,0.0,3.5
567,56-0-7,56.0,0.0,4.0
568,56-0-8,56.0,0.0,4.5
569,56-0-9,56.0,0.0,5.0
570,57-0-0,57.0,0.0,0.5
571,57-0-1,57.0,0.0,1.0
572,57-0-2,57.0,0.0,1.5
573,57-0-3,57.0,0.0,2.0
574,57-0-4,57.0,0.0,2.5
575,57-0-5,57.0,0.0,3.0
576,57-0-6,57.0,0.0,3.5
577,57-0-7,57.0,0.0,4.0
578,57-0-8,57.0,0.0,4.5
579,57-0-9,57.0,0.0,5.0
580,58-0-0,58.0,0.0,0.5
581,58-0-1,58.0,0.0,1.0
582,58-0-2,58.0,0.0,1.5
583,58-0-3,58.0,0.0,2.0
584,58-0-4,58.0,0.0,2.5
585,58-0-5,58.0,0.0,3.0
586,58-0-6,58.0,0.0,3.5
587,58-0-7,58.0,0.0,4.0
588,58-0-8,58.0,0.0,4.5
589,58-0-9,58.0,0.0,5.0
590,59-0-0,59.0,0.0,0.5
591,59-0-1,59.0,0.0,1.0
592,59-0-2,59.0,0.0,1.5
593,59-0-3,59.0,0.0,2.0
594,59-0-4,59.0,0.0,2.5
595,59-0-5,59.0,0.0,3.0
596,59-0-6,59.0,0.0,3.5
597,59-0-7,59.0,0.0,4.0
598,59-0-8,59.0,0.0,4.5
599,59-0-9,59.0,0.0,5.0
600,60-0-0,60.0,0.0,0.5
601,60-0-1,60.0,0.0,1.0
602,60-0-2,60.0,0.0,1.5
603,60-0-3,60.0,0.0,2.0
604,60-0-4,60.0,0.0,2.5
605,60-0-5,60.0,0.0,3.0
606,60-0-6,60.0,0.0,3.5
607,60-0-7,60.0,0.0,4.0
608,60-0-8,60.0,0.0,4.5
609,60-0-9,60.0,0.0,5.0
610,61-0-0,61.0,0.0,0.5
611,61-0-1,61.0,0.0,1.0
612,61-0-2,61.0,0.0,1.5
613,61-0-3,61.0,0.0,2.0
614,61-0-4,61.0,0.0,2.5
615,61-0-5,61.0,0.0,3.0
616,61-0-6,61.0,0.0,3.5
617,61-0-7,61.0,0.0,4.0
618,61-0-8,61.0,0.0,4.5
619,61-0-9,61.0,0.0,5.0
620,62-0-0,62.0,0.0,0.5
621,62-0-1,62.0,0.0,1.0
622,62-0-2,62.0,0.0,1.5
623,62-0-3,62.0,0.0,2.0
624,62-0-4,62.0,0.0,2.5
625,62-0-5,62.0,0.0,3.0
626,62-0-6,62.0,0.0,3.5
627,62-0-7,62.0,0.0,4.0
628,62-0-8,62.0,0.0,4.5
629,62-0-9,62.0,0.0,5.0
630,63-0-0,63.0,0.0,0.5
631,63-0-1,63.0,0.0,1.0
632,63-0-2,63.0,0.0,1.5
633,63-0-3,63.0,0.0,2.0
634,63-0-4,63.0,0.0,2.5
635,63-0-5,63.0,0.0,3.0
636,63-0-6,63.0,0.0,3.5
637,63-0-7,63.0,0.0,4.0
638,63-0-8,63.0,0.0,4.5
639,63-0-9,63.0,0.0,5.0
640,64-0-0,64.0,0.0,0.5
641,64-0-1,64.0,0.0,1.0
642,64-0-2,64.0,0.0,1.5
643,64-0-3,64.0,0.0,2.0
644,64-0-4,64.0,0.0,2.5
645,64-0-5,64.0,0.0,3.0
646,64-0-6,64.0,0.0,3.5
647,64-0-7,64.0,0.0,4.0
648,64-0-8,64.0,0.0,4.5
649,64-0-9,64.0,0.0,5.0
650,65-0-0,65.0,0.0,0.5
651,65-0-1,65.0,0.0,1.0
652,65-0-2,65.0,0.0,1.5
653,65-0-3,65.0,0.0,2.0
654,65-0-4,65.0,0.0,2.5
655,65-0-5,65.0,0.0,3.0
656,65-0-6,65.0,0.0,3.5
657,65-0-7,65.0,0.0,4.0
658,65-0-8,65.0,0.0,4.5
659,65-0-9,65.0,0.0,5.0
660,66-0-0,66.0,0.0,0.5
661,66-0-1,66.0,0.0,1.0
662,66-0-2,66.0,0.0,1.5
663,66-0-3,66.0,0.0,2.0
664,66-0-4,66.0,0.0,2.5
665,66-0-5,66.0,0.0,3.0
666,66-0-6,66.0,0.0,3.5
667,66-0-7,66.0,0.0,4.0
668,66-0-8,66.0,0.0,4.5
669,66-0-9,66.0,0.0,5.0
670,67-0-0,67.0,0.0,0.5
671,67-0-1,67.0,0.0,1.0
672,67-0-2,67.0,0.0,1.5
673,67-0-3,67.0,0.0,2.0
674,67-0-4,67.0,0.0,2.5
675,67-0-5,67.0,0.0,3.0
676,67-0-6,67.0,0.0,3.5
677,67-0-7,67.0,0.0,4.0
678,67-0-8,67.0,0.0,4.5
679,67-0-9,67.0,0.0,5.0
680,68-0-0,68.0,0.0,0.5
681,68-0-1,68.0,0.0,1.0
682,68-0-2,68.0,0.0,1.5
683,68-0-3,68.0,0.0,2.0
684,68-0-4,68.0,0.0,2.5
685,68-0-5,68.0,0.0,3.0
686,68-0-6,68.0,0.0,3.5
687,68-0-7,68.0,0.0,4.0
688,68-0-8,68.0,0.0,4.5
689,68-0-9,68.0,0.0,5.0
690,69-0-0,69.0,0.0,0.5
691,69-0-1,69.0,0.0,1.0
692,69-0-2,69.0,0.0,1.5
693,69-0-3,69.0,0.0,2.0
694,69-0-4,69.0,0.0,2.5
695,69-0-5,69.0,0.0,3.0
696,69-0-6,69.0,0.0,3.5
697,69-0-7,69.0,0.0,4.0
